version,status,timestamp,latitude,longitude,altitude,heading,latitude_sigma,longitude_sigma,altitude_sigma,heading_sigma,quality,number_of_satellites,HDOP
0,0,38323656,37.5287926295,126.516521582,0,127.939163208,0,0,0,0,0,0,0
0,0,38333266,37.5287924914,126.516521359,0,127.938087463,0,0,0,0,0,0,0
0,0,38343359,37.5287923468,126.516521126,0,127.933059692,0,0,0,0,0,0,0
0,0,38353355,37.528792204,126.516520896,0,127.927528381,0,0,0,0,0,0,0
0,0,38363287,37.5287920626,126.516520668,0,127.921386719,0,0,0,0,0,0,0
0,0,38373297,37.5287919204,126.516520439,0,127.915237427,0,0,0,0,0,0,0
0,0,38383440,37.5287917768,126.516520208,0,127.909767151,0,0,0,0,0,0,0
0,0,38393658,37.5287916325,126.516519975,0,127.908248901,0,0,0,0,0,0,0
0,0,38403351,37.528791496,126.516519755,0,127.902275085,0,0,0,0,0,0,0
0,0,38413589,37.5287913522,126.516519523,0,127.894752502,0,0,0,0,0,0,0
0,0,38423240,37.5287912172,126.516519305,0,127.890312195,0,0,0,0,0,0,0
0,0,38433474,37.5287910745,126.516519075,0,127.887260437,0,0,0,0,0,0,0
0,0,38443278,37.528790938,126.516518855,0,127.883552551,0,0,0,0,0,0,0
0,0,38453424,37.5287907972,126.516518628,0,127.877883911,0,0,0,0,0,0,0
0,0,38463320,37.5287906602,126.516518407,0,127.871772766,0,0,0,0,0,0,0
0,0,38473345,37.5287905221,126.516518184,0,127.866836548,0,0,0,0,0,0,0
0,0,38483610,37.5287903812,126.516517956,0,127.860618591,0,0,0,0,0,0,0
0,0,38493325,37.5287902481,126.516517741,0,127.856155396,0,0,0,0,0,0,0
0,0,38503273,37.5287901122,126.516517521,0,127.851631165,0,0,0,0,0,0,0
0,0,38513253,37.5287899761,126.516517302,0,127.841758728,0,0,0,0,0,0,0
0,0,38523723,37.5287898339,126.516517072,0,127.837791443,0,0,0,0,0,0,0
0,0,38533277,37.5287897046,126.516516863,0,127.829414368,0,0,0,0,0,0,0
0,0,38543626,37.528789565,126.516516637,0,127.82648468,0,0,0,0,0,0,0
0,0,38553247,37.5287894356,126.516516428,0,127.819778442,0,0,0,0,0,0,0
0,0,38563551,37.5287892972,126.516516204,0,127.813652039,0,0,0,0,0,0,0
0,0,38573247,37.5287891673,126.516515994,0,127.810699463,0,0,0,0,0,0,0
0,0,38583475,37.5287890308,126.516515773,0,127.803375244,0,0,0,0,0,0,0
0,0,38593320,37.5287888997,126.51651556,0,127.799369812,0,0,0,0,0,0,0
0,0,38603372,37.5287887661,126.516515344,0,127.793327332,0,0,0,0,0,0,0
0,0,38613257,37.5287886352,126.516515132,0,127.787353516,0,0,0,0,0,0,0
0,0,38623336,37.5287885021,126.516514917,0,127.782943726,0,0,0,0,0,0,0
0,0,38633298,37.5287883711,126.516514705,0,127.775588989,0,0,0,0,0,0,0
0,0,38643278,37.5287882403,126.516514493,0,127.768043518,0,0,0,0,0,0,0
0,0,38653349,37.5287881087,126.516514279,0,127.760368347,0,0,0,0,0,0,0
0,0,38663577,37.5287879753,126.516514063,0,127.755973816,0,0,0,0,0,0,0
0,0,38673705,37.5287878436,126.51651385,0,127.750862122,0,0,0,0,0,0,0
0,0,38683385,37.528787718,126.516513646,0,127.74647522,0,0,0,0,0,0,0
0,0,38693601,37.5287875861,126.516513432,0,127.741821289,0,0,0,0,0,0,0
0,0,38703280,37.5287874616,126.51651323,0,127.736480713,0,0,0,0,0,0,0
0,0,38713498,37.5287873306,126.516513018,0,127.733390808,0,0,0,0,0,0,0
0,0,38723355,37.5287872046,126.516512813,0,127.728858948,0,0,0,0,0,0,0
0,0,38733400,37.5287870764,126.516512605,0,127.72618103,0,0,0,0,0,0,0
0,0,38743328,37.52878695,126.5165124,0,127.723297119,0,0,0,0,0,0,0
0,0,38753346,37.5287868228,126.516512193,0,127.720054626,0,0,0,0,0,0,0
0,0,38763301,37.5287866966,126.516511989,0,127.721847534,0,0,0,0,0,0,0
